user,task_id,query_id,UCTR,QCTR,MaxRR,MinRR,MeanRR,MaxRRow,MinRRow,MeanRRow,PLC,MaxScroll,QDT,SCD,ACD,TTFC,TTLC,DsatCC,DsatCR,LastClickToEnd
2015011748,9,4,1,2,0.1111111111111111,0.01,0.06055555555555555,1.0,0.08333333333333333,0.5416666666666666,0.0007866298104379483,2100.0,211664,21937,10968.5,10517,33061,1,0.5,178603
2015011748,10,0,0,0,0,0,0,0,0,0,0,0.0,89560,0,0,2000000,2000000,0,0,2000000
2015011748,10,1,0,0,0,0,0,0,0,0,0,0.0,34974,0,0,2000000,2000000,0,0,2000000
2015011748,11,0,0,0,0,0,0,0,0,0,0,300.0,123198,0,0,2000000,2000000,0,0,2000000
2015011748,11,1,0,0,0,0,0,0,0,0,0,700.0,72320,0,0,2000000,2000000,0,0,2000000
2015011748,11,2,0,0,0,0,0,0,0,0,0,0.0,49714,0,0,2000000,2000000,0,0,2000000
2015011748,12,0,0,0,0,0,0,0,0,0,0,2900.0,38469,0,0,2000000,2000000,0,0,2000000
2015011748,12,1,1,2,0.007575757575757576,0.003745318352059925,0.005660537963908751,0.037037037037037035,0.018518518518518517,0.027777777777777776,0.00017167516072443142,11400.0,150112,12267,6133.5,43215,81046,2,1.0,69066
2015012620,1,0,0,0,0,0,0,0,0,0,0,5500.0,44209,0,0,2000000,2000000,0,0,2000000
2015012620,1,1,1,2,0.027777777777777776,0.015873015873015872,0.021825396825396824,0.16666666666666666,0.09090909090909091,0.12878787878787878,0.0008264462809917355,2600.0,46061,10876,5438.0,15364,27580,2,1.0,18481
2015012620,1,2,0,0,0,0,0,0,0,0,0,2200.0,16483,0,0,2000000,2000000,0,0,2000000
2015012620,1,3,1,1,0.2,0.2,0.2,1.0,1.0,1.0,0.005050505050505051,0.0,16139,2365,2365.0,7212,7212,1,1.0,8927
2015012620,1,4,1,1,0.1,0.1,0.1,0.5,0.5,0.5,0.002093267632639904,2500.0,60891,1777,1777.0,6335,6335,1,1.0,54556
2015012620,1,5,0,0,0,0,0,0,0,0,0,1000.0,22042,0,0,2000000,2000000,0,0,2000000
2015012620,1,6,0,0,0,0,0,0,0,0,0,1200.0,19475,0,0,2000000,2000000,0,0,2000000
2015012620,2,0,1,1,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.5,0.5,0.5,0.0018726591760299626,2200.0,63855,7066,7066.0,10996,10996,1,1.0,52859
2015012620,2,1,0,0,0,0,0,0,0,0,0,0.0,14987,0,0,2000000,2000000,0,0,2000000
2015012620,3,0,0,0,0,0,0,0,0,0,0,0.0,4231,0,0,2000000,2000000,0,0,2000000
2015012620,3,1,0,0,0,0,0,0,0,0,0,0.0,5135,0,0,2000000,2000000,0,0,2000000
2015012620,3,2,1,7,1.0,0.0048543689320388345,0.16427700973990358,1.0,0.038461538461538464,0.2574352818050297,0.001261488556496666,7900.0,79577,15852,2264.5714285714284,4842,63537,7,1.0,16040
2015012620,4,0,1,1,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.2,0.2,0.2,0.0009812656757191697,900.0,56451,3908,3908.0,9299,9299,1,1.0,47152
2015012620,5,0,0,0,0,0,0,0,0,0,0,4400.0,49666,0,0,2000000,2000000,0,0,2000000
2015012620,6,0,0,0,0,0,0,0,0,0,0,1700.0,17962,0,0,2000000,2000000,0,0,2000000
2015012620,6,1,1,5,0.16666666666666666,0.004878048780487805,0.04399747541600003,1.0,0.03333333333333333,0.2705555555555556,0.0007904635942506105,6100.0,77762,29496,5899.2,8960,69720,5,1.0,8042
2015012620,7,0,1,4,0.3333333333333333,0.009259259259259259,0.13842592592592592,1.0,0.05263157894736842,0.5131578947368421,0.0010712266643313926,4000.0,49004,9083,2270.75,4750,42196,4,1.0,6808
2015012620,8,0,1,3,0.07142857142857142,0.013888888888888888,0.03568553025074764,0.3333333333333333,0.07692307692307693,0.17378917378917377,0.0011073281500532993,18700.0,105433,12674,4224.666666666667,4337,28850,3,1.0,76583
2015012620,9,1,0,0,0,0,0,0,0,0,0,1500.0,15408,0,0,2000000,2000000,0,0,2000000
2015012620,9,2,0,0,0,0,0,0,0,0,0,6300.0,17507,0,0,2000000,2000000,0,0,2000000
2015012620,9,3,0,0,0,0,0,0,0,0,0,3500.0,29200,0,0,2000000,2000000,0,0,2000000
2015012620,9,4,0,0,0,0,0,0,0,0,0,500.0,9858,0,0,2000000,2000000,0,0,2000000
2015012620,9,5,0,0,0,0,0,0,0,0,0,1200.0,11887,0,0,2000000,2000000,0,0,2000000
2015012620,10,0,1,1,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0006872313784349542,900.0,132498,92623,92623.0,27570,27570,0,0.0,104928
2015012620,10,1,0,0,0,0,0,0,0,0,0,600.0,43133,0,0,2000000,2000000,0,0,2000000
